country,name,year,format,label,type,genre,style,coverimage
UK,"Dean Cole - Instruction (Regis Rmx)",2000,"Vinyl,12","Corrosion Records",release,"Electronic","Techno",https://i.discogs.com/soyzzcnXjmso9AjnMoA0icWMlNRB2owRhgs8w09pB1I/rs:fit/g:sm/q:90/h:274/w:275/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMjEx/LTExMTQ1MzI4NDUu/anBn.jpeg
Netherlands,"Stretch Arm Strong - It Burns Clean",2000,"Vinyl,7","Reflections Records, Jam Room Studios, GZ Digital Media, GZ Digital Media",release,"Rock","Hardcore, Punk",https://i.discogs.com/prxvarWiVmc5d6ETYpLLfAi8k0Ug2aOrsgkZ-ovdOz8/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1NjM1/MzAtMTM5NjY0NzMx/OC00OTMwLmpwZWc.jpeg
Netherlands,"Gil'* - Noise Shaping / Stringsign",2000,"Vinyl,12","Spiritual Records",release,"Electronic","Progressive House, Techno",https://i.discogs.com/L9z7D-SDRwoO59sWYXuxMdKIGNE8HMW4keEYI72ns00/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwOTQ2/Mi0xNjEzMTUxOTUx/LTY4MDIuanBlZw.jpeg
Sweden,"Roiseux* & Fred - Verbalt",2000,"Vinyl,12","Arrival Works",release,"Electronic","Techno",https://i.discogs.com/Mbi0_AONzfPjTQSbErdEYO0LsoQMw95wMEp1pRE4c0I/rs:fit/g:sm/q:90/h:596/w:593/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwOTYw/OC0xMzc3NDYzNTk3/LTU2ODAuanBlZw.jpeg
US,"Henry Fiat's Open Sore / Spider Babies - A La Italiana",2000,"Vinyl,7","Proud To Be Idiot Records",release,"Rock","Punk",https://i.discogs.com/MSalknrRP6sURZg1A_ORDwqBPeFZwuZJ0gI1I6bLjbA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NDY3/NTQtMTM5MTM2MjU1/OS04MzE5LmpwZWc.jpeg
UK,"Karim* - Port Douglas / Hardcore Disco",2000,"Vinyl,12","Do Not Bend Recordings",release,"Electronic","Hard House",https://i.discogs.com/kGUnQ_FWuAhd_xqSr5EJ6rdyOJRMovWc66knnSFU7-k/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3MDE2/LTAwMS5naWY.jpeg
UK,"Chanté Moore - Straight Up",2000,"Vinyl,12","MCA Records",release,"Electronic, Funk / Soul","UK Garage, Contemporary R&B",https://i.discogs.com/2-2-Zn_EQLStL82sbGGComaIyKS0K2fwX6nVycRSRB4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1NzAw/OC0xMjM2ODU2NzA3/LmpwZWc.jpeg
Belgium,"Monotone Feat. L.A. Work - Monotone Episode 2",2000,"Vinyl,12","B², Byte Records, Byte Records, Decos Publishing",release,"Electronic","Trance, Euro House",https://i.discogs.com/kGnW7AbCt0IwWELEFJEU3L7kP27C8Iq-KSz9R98a6l8/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MDMx/Ni0xMTQzMzMyOTM5/LmpwZWc.jpeg
Canada,"Warlockz Feat. Future Troubles - Kung-Fu",2000,"Vinyl,12","Crunk Vinyl",release,"Electronic","Jungle",https://i.discogs.com/vujFohI8bZbPUWW13EoPKEJDzZdHphk46dBsa1RlCL4/rs:fit/g:sm/q:90/h:403/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ1Mjkw/LTExNTQ1MzEyNDAu/anBlZw.jpeg
France,"KI² - Untitled",2000,"Vinyl,12","Zorp D. Konstruktion, Zorp",release,"Electronic","Hard Techno, Freetekno",https://i.discogs.com/aSvzJ-2JVCLG8xGPTb0V6gg0QsfC4bGtVlB7wdNwfSU/rs:fit/g:sm/q:90/h:329/w:324/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0NDAx/OS0xMDk5NTAzNzIx/LmpwZw.jpeg
Italy,"Ixindamix - Audiotrix 1",2000,"Vinyl,12","Audiotrix",release,"Electronic","Breakbeat, Techno",https://i.discogs.com/Y8CQsBnpAJt9ZZkbUAM5XciMX9mdq2P2HHk_Cs79YSs/rs:fit/g:sm/q:90/h:549/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1ODEw/OS0xNTc2OTQ5Mzk3/LTI0OTIuanBlZw.jpeg
US,"Ronny Jordan Featuring Mos Def - A Brighter Day (Remix)",2000,"Vinyl,12","Rawkus, Blue Note",release,"Hip Hop","",https://i.discogs.com/Dv-uirdAPYm14cRSqUgeRrP43q8Oq8POUlCXQbGUt8E/rs:fit/g:sm/q:90/h:590/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MDIw/MTYtMTQ5NzA1NjM3/MC01MzkyLmpwZWc.jpeg
Belgium,"Johan Gielen Presents Abnea - Velvet Moods (Remixes)",2000,"Vinyl,12","Freestyle Records",release,"Electronic","Trance",https://i.discogs.com/ASqojvX-ew-u5ZdZvunx3coC2xAZhMap0SUyEzen5Zo/rs:fit/g:sm/q:90/h:450/w:450/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjA1/NS0xMjE4NDYxOTIx/LmpwZWc.jpeg
UK,"Bodie & Doyle (2) - Stop The Rush / Cropduster",2000,"Vinyl,12","Smitten",release,"Electronic","Techno, Acid",https://i.discogs.com/0reyS8phq580VTmmVO3hY2SUe2g_YqFxsOspk-PwgpA/rs:fit/g:sm/q:90/h:601/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxOTM1/LTEyMjM2NDU0NTku/anBlZw.jpeg
Germany,"White Dolemite - Untitled",2000,"Vinyl,12","BPitch Control, BPitch Control, BPitch Control, Neuton",release,"Electronic","Experimental, Breakbeat",https://i.discogs.com/VaanoHJjHwgY-NDWQgHM-QwN-csHl6RA36Jgr0O3_lk/rs:fit/g:sm/q:90/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NDgz/NC0wMDEuanBn.jpeg
Belgium,"2 Unlimited - Twilight Zone (Millennium Remixes)",2000,"Vinyl,12","Byte Records",release,"Electronic","House, Euro House",https://i.discogs.com/GJVIJlWnpqIClRSSlS8M0XA9vMFcWUR0fC3t36UgG1E/rs:fit/g:sm/q:90/h:596/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExOTkx/Mi0xMTYwODQwOTkx/LmpwZWc.jpeg
US,"Adrenaline - Shut The F*** Up + Dance",2000,"Vinyl,12","Tommy Boy Silver Label",release,"Electronic","Progressive House, Hard House, House",https://i.discogs.com/lHCJirNBX6lTt3aFTmXMI5TlStKSJLgSyscdQQ4WBaI/rs:fit/g:sm/q:90/h:563/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1NDM4/NC0xNDU1NTc5Nzgw/LTQ1NjQuanBlZw.jpeg
UK,"Norma Jean* - Saturday",2000,"Vinyl,12","Castle Music",release,"Electronic","Disco",https://i.discogs.com/1OyuwYjb01x78_vrH--nOPpJdX-5z7tRNxECdkecuKo/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5MTMw/OS0xNDQyMzMxNDMy/LTU0MzMuanBlZw.jpeg
US,"Luke Slater - Body Freefall, Electronic Inform #2",2000,"Vinyl,12","NovaMute, Mute Corporation, Mute Corporation, Mute Song, The Exchange, Space Station Ø, Space Station Ø, Space Station Ø",release,"Electronic","Techno",https://i.discogs.com/2Z7-TFzpcGJ9mxOrFLk0pm9DFQOYHHvD1913v3DYS-Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ2MzUz/MC0xMjU3MjIwMzY3/LmpwZWc.jpeg
UK,"Eastern Strategy - Adventures In Blue",2000,"Vinyl,12","Plastic City Suburbia, Plastic City Suburbia, UCMG UK",release,"Electronic","Progressive House, Tech House",https://i.discogs.com/KseObEauiiwVv_o_-CBFuFBA0TYg0UR_TSNhRrJyCnI/rs:fit/g:sm/q:90/h:540/w:550/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMDM2/LTEyNjgyNjM4NDQu/anBlZw.jpeg
Spain,"Christian Beat - Noizer Sound",2000,"Vinyl,12","Uptempo",release,"Electronic","Makina",https://i.discogs.com/9z1WwhcvGKI4P-Asq8Pxho_xTGbnmBL4UVey3bPqZks/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2Mjkw/MC0xNjQ1ODY0NjAx/LTIzNDQuanBlZw.jpeg
US,"Swearing At Motorists - Number Seven Uptown",2000,"Vinyl,LP,"Secretly Canadian",release,"Rock","Indie Rock",https://i.discogs.com/oDmnr1wiwzJEP_yqaLj0_yKaKkbrqdc0DhEuRBx91mY/rs:fit/g:sm/q:90/h:570/w:570/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDU3/MjQtMTIwNDI5MDE5/NC5qcGVn.jpeg
UK,"Chris Simmonds - Rush N Soul",2000,"Vinyl,12","Cross Section Records, Concentrated Music, Bucks Music Group, C.S. Productions",release,"Electronic","House",https://i.discogs.com/kPdaEoDhI4Bsmc4HwNkC1ABvg5CoFI0OFKp2EyyCpXo/rs:fit/g:sm/q:90/h:617/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyOTYt/MTE4NDI2NjAwOS5q/cGVn.jpeg
Italy,"Blank & Jones - Sound Of Machines / DJ Culture",2000,"Vinyl,12","Wild! Entertainment",release,"Electronic","Trance",https://i.discogs.com/gakdeSBCnw8ZclqH8zKViH9sO6rDs3M5vBhDQINJCfs/rs:fit/g:sm/q:90/h:379/w:400/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MTI0/MC0xMTA3MTMwNzA2/LmpwZw.jpeg
US,"Throwdown (2) - Drive Me Dead",2000,"Vinyl,7","Indecision Records, The Loft, Hollywood, Greg Lee Processing",release,"Rock","Hardcore",https://i.discogs.com/e6c-xPw6TxYsJeNyLY8JY1oA6eZKIxXJplP__uK2r-k/rs:fit/g:sm/q:90/h:599/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NjIx/OTQtMTI5OTkxMTcw/Mi5qcGVn.jpeg
US,"Various - Technology Is Not The Escape",2000,"Vinyl,12","Remains, Dubplates & Mastering, MPO",release,"Electronic","Techno",https://i.discogs.com/aKlTHnwzN_tU0UsW2xiZoWF4fxWQ_eUsLLFXPUtviss/rs:fit/g:sm/q:90/h:470/w:470/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg5OTAz/LTExNjU3ODYyODIu/anBlZw.jpeg
UK,"Ant - 5 Point Automatic",2000,"Vinyl,12","Power Tools, Infectious, Kinetec Studios",release,"Electronic","Techno, Acid",https://i.discogs.com/iZebWv8Z_q0f6S8vRI-QU4kmTkhwWYCTpgbH6smUDbM/rs:fit/g:sm/q:90/h:575/w:575/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc4NjYy/LTExODc0MjUyMzUu/anBlZw.jpeg
US,"DJ Roc Raida* & Wayne-O - I'll Kick Your Ass",2000,"Vinyl,12","Adiar Cor",release,"Hip Hop","",https://i.discogs.com/q3WQGvdg-8m3yH39blM8pde80FJUOfwtEN1f1ErtOt4/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc2NDE0/Ny0xNDY4MDAxNDA5/LTY0NDcucG5n.jpeg
Germany,"Tommy Gant feat. Nancy Khania - I Believe",2000,"Vinyl,12","Fairlight Records, A45 Music, Optimal Media Production, Optimal Media Production, Copyright Control, Fairlight Studios",release,"Electronic","Trance, Hard Trance",https://i.discogs.com/hVzDSOIJ367sf2eA0xCVTKfWFw3y4skvMTjYOuEuk5M/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMTA2/NC0xNTQ3NDczODMx/LTU2NTcuanBlZw.jpeg
UK,"Sandy Rivera & Jose Burgos - The Calling",2000,"Vinyl,LP,"Under The Counter",release,"Electronic","House, Deep House",https://i.discogs.com/MCZ94RqbYV3rG-oQxE46oW6MttzVqkvrHuUdmZH4hWc/rs:fit/g:sm/q:90/h:199/w:198/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyMDc0/OS0wMDEuanBn.jpeg
UK,"Zed Bias - Life Is What You Make It",2000,"Vinyl,12","Sidewinder Recordings",release,"Electronic","UK Garage",https://i.discogs.com/dDPpQfRk50ELoC5SrB-tOBI1WDWWQ7Xhuu4WLAKjlU4/rs:fit/g:sm/q:90/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2MjU3/LTExODA4ODk3MTMu/anBlZw.jpeg
Spain,"The Flaming Sideburns - Cantan En Español!!",2000,"Vinyl,7","Safety Pin Records, NY Hed Studios, Hideout Studio",release,"Rock","Garage Rock",https://i.discogs.com/kNBXaCQylxPCO0XAwGgUudI0dsbz0puiv5f-fo6UJtA/rs:fit/g:sm/q:90/h:511/w:513/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMTY3/NzYtMTI4NjcwMjEy/OC5qcGVn.jpeg
Germany,"A.I.D.A. - Remember Me",2000,"Vinyl,12","Netrecord-Z",release,"Electronic","Trance",https://i.discogs.com/-RnDY_VhCrGlGNT3niFp7HwdBoo1a2YcC41eYmTZB9g/rs:fit/g:sm/q:90/h:591/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NjQ2/LTEzNjM5ODE1NTgt/NDU4MC5qcGVn.jpeg
Germany,"Spike - Never Gonna Give You Up",2000,"Vinyl,12","Zeitgeist, Final Worx, Kitkat Studios, Maxximum Music GmbH, Zeitgeist",release,"Electronic","House",https://i.discogs.com/O0Kksm2EebPBGWT327zesmjddrXEELCt2Gvsib_pG7A/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNzIw/LTE1OTgxMzMyMTAt/MzI0NC5qcGVn.jpeg
Australia,"NuBreed - Welcome",2000,"Vinyl,12","Zero Tolerance Recordings",release,"Electronic","Breaks",https://i.discogs.com/IyGjbkJKdZ72EBVOUUF3tsuexbLOw_p-c_qikrxw97A/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMzkx/My0xNjExODc5Mzcx/LTczNzIuanBlZw.jpeg
Spain,"Head Horny's - Don't Let Go",2000,"Vinyl,12","Print Records",release,"Electronic","Hard House, Euro House",https://i.discogs.com/YH8k56b9SdTW1scX7dkq-vQxhne5HECQCLbqgSU62xw/rs:fit/g:sm/q:90/h:294/w:292/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMzIy/NjQtMTIwNjY5NzU1/MS5qcGVn.jpeg
US,"Resist And Exist - Kwangju",2000,"Vinyl,LP,"Tribal War Records",release,"Rock","Hardcore, Punk",https://i.discogs.com/YR7va_m1QcRItu4jcoCRto6yDZB6W7q9OSdR8-GXkWQ/rs:fit/g:sm/q:90/h:200/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3NDk0/NzAtMTI0MDg5MDg5/MC5qcGVn.jpeg
Germany,"Electronic Corporation - N'Coded Tracks",2000,"Vinyl,12","Electronic Corporation",release,"Electronic","Electro",https://i.discogs.com/YQ5bXwT7aiXGvBwX5XLMv75MeSWf17s5-p47a6ppXnw/rs:fit/g:sm/q:90/h:203/w:200/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNjAx/Ni0wMDEuanBn.jpeg
Germany,"Pearls - Free Fall",2000,"Vinyl,12","Unsubmissive Records",release,"Electronic","Trance",https://i.discogs.com/M8PQY_tquKsB5kGWgaMAQCN4FL-munPxv4oOezABhAo/rs:fit/g:sm/q:90/h:605/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzMTM4/My0xNjg0MjMyNzU5/LTExNzAuanBlZw.jpeg
